Year,Country ,Country Code,Medal Type,Medals
2006,Finland,FIN,Silver,6
2008,Fiji,FJI,No Medal,6
1928,France,FRA,Bronze,6
1956,France,FRA,Bronze,6
1964,France,FRA,Bronze,6
2010,France,FRA,Bronze,6
1952,France,FRA,Gold,6
1980,France,FRA,Gold,6
1936,France,FRA,Silver,6
1952,France,FRA,Silver,6
1968,France,FRA,Silver,6
2012,Micronesia,FSM,No Medal,6
1996,Gabon,GAB,No Medal,6
2000,Gabon,GAB,No Medal,6
2012,Gabon,GAB,No Medal,6
2016,Gabon,GAB,No Medal,6
1996,UK,GBR,Bronze,6
1956,UK,GBR,Gold,6
1980,UK,GBR,Gold,6
1984,UK,GBR,Gold,6
1960,UK,GBR,Silver,6
2000,Georgia,GEO,Bronze,6
1994,Georgia,GEO,No Medal,6
1998,Georgia,GEO,No Medal,6
2002,Georgia,GEO,No Medal,6
2010,Georgia,GEO,No Medal,6
2000,Guinea,GIN,No Medal,6
1988,Gambia,GMB,No Medal,6
1996,Gambia,GMB,No Medal,6
2004,Greece,GRC,Gold,6
2000,Greece,GRC,Silver,6
2004,Greece,GRC,Silver,6
1984,Grenada,GRD,No Medal,6
1956,Guyana,GUY,No Medal,6
1960,Guyana,GUY,No Medal,6
1968,Guyana,GUY,No Medal,6
1996,Guyana,GUY,No Medal,6
2012,Guyana,GUY,No Medal,6
1932,Hungary,HUN,Bronze,6
1936,Hungary,HUN,Bronze,6
1988,Hungary,HUN,Bronze,6
2012,Hungary,HUN,Bronze,6
1932,Hungary,HUN,Gold,6
1960,Hungary,HUN,Gold,6
1972,Hungary,HUN,Gold,6
1948,Hungary,HUN,Silver,6
1988,Hungary,HUN,Silver,6
2000,Hungary,HUN,Silver,6
2004,Hungary,HUN,Silver,6
1920,India,IND,No Medal,6
2010,Ireland,IRL,No Medal,6
1936,Iceland,ISL,No Medal,6
1988,Italy,ITA,Bronze,6
2006,Italy,ITA,Bronze,6
2014,Italy,ITA,Bronze,6
1906,Italy,ITA,Silver,6
1920,Italy,ITA,Silver,6
1928,Italy,ITA,Silver,6
1984,Italy,ITA,Silver,6
1998,Italy,ITA,Silver,6
2016,Jamaica,JAM,Gold,6
1956,Jamaica,JAM,No Medal,6
2000,Jamaica,JAM,Silver,6
1936,Japan,JPN,Gold,6
1952,Japan,JPN,Silver,6
1976,Japan,JPN,Silver,6
1996,Japan,JPN,Silver,6
2008,Kenya,KEN,Gold,6
2016,Kenya,KEN,Gold,6
2016,Kenya,KEN,Silver,6
2012,Cambodia,KHM,No Medal,6
2016,Cambodia,KHM,No Medal,6
1984,South Korea,KOR,Gold,6
2006,South Korea,KOR,Gold,6
2010,South Korea,KOR,Gold,6
1984,South Korea,KOR,Silver,6
1992,South Korea,KOR,Silver,6
2010,South Korea,KOR,Silver,6
1964,Lebanon,LBN,No Medal,6
2000,Lebanon,LBN,No Medal,6
2008,Lebanon,LBN,No Medal,6
1956,Liberia,LBR,No Medal,6
2008,Libya,LBY,No Medal,6
1964,Sri Lanka,LKA,No Medal,6
1972,Sri Lanka,LKA,No Medal,6
1980,Lesotho,LSO,No Medal,6
2000,Lesotho,LSO,No Medal,6
1912,Luxembourg,LUX,No Medal,6
1920,Monaco,MCO,No Medal,6
1952,Monaco,MCO,No Medal,6
1960,Monaco,MCO,No Medal,6
1976,Monaco,MCO,No Medal,6
1992,Monaco,MCO,No Medal,6
2012,Monaco,MCO,No Medal,6
1968,Madagascar,MDG,No Medal,6
2008,Madagascar,MDG,No Medal,6
2016,Madagascar,MDG,No Medal,6
1996,Maldives,MDV,No Medal,6
1992,Mali,MLI,No Medal,6
2004,Mali,MLI,No Medal,6
2008,Mali,MLI,No Medal,6
2012,Mali,MLI,No Medal,6
2016,Mali,MLI,No Medal,6
1960,Malta,MLT,No Medal,6
1984,Malta,MLT,No Medal,6
1988,Malta,MLT,No Medal,6
2008,Malta,MLT,No Medal,6
2012,Myanmar,MMR,No Medal,6
2012,Mozambique,MOZ,No Medal,6
1992,Mauritania,MRT,No Medal,6
2012,Niger,NER,No Medal,6
1956,Nigeria,NGA,No Medal,6
1980,Nicaragua,NIC,No Medal,6
2000,Nicaragua,NIC,No Medal,6
2004,Nicaragua,NIC,No Medal,6
2012,Nicaragua,NIC,No Medal,6
1924,Netherlands,NLD,Bronze,6
1976,Netherlands,NLD,Bronze,6
1984,Netherlands,NLD,Bronze,6
1936,Netherlands,NLD,Gold,6
1968,Netherlands,NLD,Gold,6
2012,Netherlands,NLD,Gold,6
1956,Netherlands,NLD,No Medal,6
1968,Netherlands,NLD,Silver,6
2012,Netherlands,NLD,Silver,6
1928,Norway,NOR,Bronze,6
1948,Norway,NOR,Bronze,6
1952,Norway,NOR,Bronze,6
1964,Norway,NOR,Bronze,6
1972,Norway,NOR,Bronze,6
1980,Norway,NOR,Bronze,6
1984,Norway,NOR,Bronze,6
1992,Norway,NOR,Bronze,6
2010,Norway,NOR,Bronze,6
1928,Norway,NOR,Silver,6
1948,Norway,NOR,Silver,6
1964,Norway,NOR,Silver,6
1972,Norway,NOR,Silver,6
1988,Norway,NOR,Silver,6
1996,Nepal,NPL,No Medal,6
2004,Nepal,NPL,No Medal,6
2012,New Zealand,NZL,Gold,6
2012,Pakistan,PAK,No Medal,6
2016,Palau,PLW,No Medal,6
2004,Papua New Guinea,PNG,No Medal,6
2012,Poland,POL,Bronze,6
2016,Poland,POL,Bronze,6
2000,Poland,POL,Gold,6
1964,Poland,POL,Silver,6
1976,Poland,POL,Silver,6
1992,Poland,POL,Silver,6
2008,Poland,POL,Silver,6
1992,North Korea,PRK,Bronze,6
1976,Paraguay,PRY,No Medal,6
1960,Romania,ROU,Bronze,6
1964,Romania,ROU,Bronze,6
1968,Romania,ROU,Bronze,6
1988,Romania,ROU,Bronze,6
2004,Romania,ROU,Bronze,6
1980,Romania,ROU,Gold,6
1924,Romania,ROU,No Medal,6
1968,Romania,ROU,Silver,6
1972,Romania,ROU,Silver,6
1980,Romania,ROU,Silver,6
1992,Romania,ROU,Silver,6
2000,Romania,ROU,Silver,6
1984,Russia,RUS,Gold,6
1998,Russia,RUS,Silver,6
2006,Russia,RUS,Silver,6
1984,Rwanda,RWA,No Medal,6
2016,Sudan,SDN,No Medal,6
1968,Singapore,SGP,No Medal,6
1984,Sierra Leone,SLE,No Medal,6
1992,El Salvador,SLV,No Medal,6
1984,Somalia,SOM,No Medal,6
1988,Serbia,SRB,Bronze,6
1988,Serbia,SRB,Silver,6
2016,Suriname,SUR,No Medal,6
2014,Sweden,SWE,Bronze,6
1980,Sweden,SWE,Gold,6
1984,Sweden,SWE,Gold,6
1908,Sweden,SWE,Silver,6
2016,Sweden,SWE,Silver,6
2012,Seychelles,SYC,No Medal,6
1988,Chad,TCD,No Medal,6
1984,Togo,TGO,No Medal,6
1988,Togo,TGO,No Medal,6
2012,Togo,TGO,No Medal,6
2016,Tajikistan,TJK,No Medal,6
1968,Tunisia,TUN,No Medal,6
1948,Turkey,TUR,Gold,6
2004,Tanzania,TZA,No Medal,6
2008,Tanzania,TZA,No Medal,6
2012,Ukraine,UKR,Gold,6
1906,USA,USA,Bronze,6
1980,USA,USA,Gold,6
1994,USA,USA,Gold,6
1998,USA,USA,Gold,6
1896,USA,USA,Silver,6
1988,Saint Vincent,VCT,No Medal,6
1996,Saint Vincent,VCT,No Medal,6
1996,Vietnam,VNM,No Medal,6
2000,Vietnam,VNM,No Medal,6
1988,Vanuatu,VUT,No Medal,6
2016,South Africa,ZAF,Silver,6
2004,Zambia,ZMB,No Medal,6
2000,Angola,AGO,No Medal,7
1996,Albania,ALB,No Medal,7
2004,Albania,ALB,No Medal,7
1994,Andorra,AND,No Medal,7
1996,Andorra,AND,No Medal,7
2006,Andorra,AND,No Medal,7
1992,Australia,AUS,Gold,7
2012,Australia,AUS,Gold,7
1968,Australia,AUS,Silver,7
1972,Australia,AUS,Silver,7
1936,Austria,AUT,Bronze,7
2006,Austria,AUT,Bronze,7
2006,Austria,AUT,Silver,7
2016,Azerbaijan,AZE,Silver,7
2002,Belgium,BEL,No Medal,7
1900,Belgium,BEL,Silver,7
1924,Belgium,BEL,Silver,7
1988,Benin,BEN,No Medal,7
1988,Burkina Faso,BFA,No Medal,7
2012,Bangladesh,BGD,No Medal,7
2016,Bangladesh,BGD,No Medal,7
1976,Bulgaria,BGR,Bronze,7
1992,Bulgaria,BGR,Silver,7
1996,Bulgaria,BGR,Silver,7
1988,Bahrain,BHR,No Medal,7
2008,Bosnia and Herzegovina,BIH,No Medal,7
1984,Belize,BLZ,No Medal,7
1988,Belize,BLZ,No Medal,7
2004,Bermuda,BMU,No Medal,7
2012,Bermuda,BMU,No Medal,7
2008,Boliva,BOL,No Medal,7
2016,Brazil,BRA,Gold,7
2010,Brazil,BRA,No Medal,7
2016,Botswana,BWA,No Medal,7
1928,Canada,CAN,Bronze,7
1976,Canada,CAN,Bronze,7
2002,Canada,CAN,Bronze,7
2006,Canada,CAN,Bronze,7
2008,Canada,CAN,Bronze,7
2002,Canada,CAN,Gold,7
2006,Canada,CAN,Gold,7
1992,Canada,CAN,Silver,7
2010,Canada,CAN,Silver,7
1952,China,CHN,No Medal,7
1980,Colombia,COL,No Medal,7
2000,Costa Rica,CRI,No Medal,7
2000,Cuba,CUB,Bronze,7
1980,Cuba,CUB,Silver,7
2004,Cuba,CUB,Silver,7
1996,Curacao,CUW,No Medal,7
1984,Cayman Islands,CYM,No Medal,7
1988,Cayman Islands,CYM,No Medal,7
1992,Cayman Islands,CYM,No Medal,7
1996,Cayman Islands,CYM,No Medal,7
2016,Czech Republic,CZE,Bronze,7
1952,Czech Republic,CZE,Gold,7
1904,Germany,DEU,Bronze,7
1912,Germany,DEU,Bronze,7
2010,Germany,DEU,Bronze,7
1896,Germany,DEU,Gold,7
1956,Germany,DEU,Gold,7
1994,Germany,DEU,Silver,7
1992,Djibouti,DJI,No Medal,7
2016,Djibouti,DJI,No Medal,7
2016,Denmark,DNK,Bronze,7
1980,Dominican Republic,DOM,No Medal,7
1964,Algeria,DZA,No Medal,7
1976,Egypt,EGY,No Medal,7
2012,Eritrea,ERI,No Medal,7
2016,Spain,ESP,Gold,7
2002,Spain,ESP,No Medal,7
1992,Spain,ESP,Silver,7
1980,Finland,FIN,Bronze,7
1952,Finland,FIN,Silver,7
1936,France,FRA,Bronze,7
1952,France,FRA,Bronze,7
1968,France,FRA,Bronze,7
1988,France,FRA,Bronze,7
2014,France,FRA,Bronze,7
1912,France,FRA,Gold,7
1936,France,FRA,Gold,7
1988,France,FRA,Gold,7
2008,France,FRA,Gold,7
1948,France,FRA,Silver,7
1996,France,FRA,Silver,7
2000,UK,GBR,Bronze,7
1932,UK,GBR,Silver,7
1956,UK,GBR,Silver,7
1980,UK,GBR,Silver,7
2012,Ghana,GHA,No Medal,7
1988,Guinea,GIN,No Medal,7
1988,Equatorial Guinea,GNQ,No Medal,7
1988,Grenada,GRD,No Medal,7
2012,Grenada,GRD,No Medal,7
1980,Guatemala,GTM,No Medal,7
2000,Guam,GUM,No Medal,7
2008,Guam,GUM,No Medal,7
1948,Guyana,GUY,No Medal,7
1992,Guyana,GUY,No Medal,7
2016,Guyana,GUY,No Medal,7
1996,Honduras,HND,No Medal,7
1994,Croatia,HRV,No Medal,7
1972,Haiti,HTI,No Medal,7
1996,Haiti,HTI,No Medal,7
2008,Haiti,HTI,No Medal,7
1960,Hungary,HUN,Bronze,7
1992,Hungary,HUN,Bronze,7
1980,Hungary,HUN,Gold,7
1996,Hungary,HUN,Gold,7
1964,Hungary,HUN,Silver,7
1972,Indonesia,IDN,No Medal,7
1932,India,IND,No Medal,7
2002,Iceland,ISL,No Medal,7
2014,Iceland,ISL,No Medal,7
1928,Italy,ITA,Bronze,7
1906,Italy,ITA,Gold,7
1928,Italy,ITA,Gold,7
1968,Italy,ITA,Gold,7
1972,Italy,ITA,Gold,7
1994,Italy,ITA,Gold,7
2008,Jordan,JOR,No Medal,7
2016,Jordan,JOR,No Medal,7
1960,Japan,JPN,Bronze,7
1968,Japan,JPN,Bronze,7
1932,Japan,JPN,Gold,7
2012,Japan,JPN,Gold,7
1932,Japan,JPN,Silver,7
1960,Japan,JPN,Silver,7
1968,Japan,JPN,Silver,7
2008,Japan,JPN,Silver,7
2008,Kazakhstan,KAZ,Bronze,7
2012,Kazakhstan,KAZ,Gold,7
1984,South Korea,KOR,Bronze,7
2012,South Korea,KOR,Bronze,7
1996,South Korea,KOR,Gold,7
2008,Kuwait,KWT,No Medal,7
2006,Lebanon,LBN,No Medal,7
1984,Liberia,LBR,No Medal,7
2000,Liberia,LBR,No Medal,7
2016,Libya,LBY,No Medal,7
1936,Liechtenstein,LIE,No Medal,7
1964,Liechtenstein,LIE,No Medal,7
1952,Sri Lanka,LKA,No Medal,7
1968,Luxembourg,LUX,No Medal,7
1976,Luxembourg,LUX,No Medal,7
1996,Luxembourg,LUX,No Medal,7
2012,Madagascar,MDG,No Medal,7
1980,Mali,MLI,No Medal,7
2000,Malta,MLT,No Medal,7
2004,Malta,MLT,No Medal,7
1972,Myanmar,MMR,No Medal,7
2000,Myanmar,MMR,No Medal,7
2008,Myanmar,MMR,No Medal,7
1992,Mozambique,MOZ,No Medal,7
2016,Mozambique,MOZ,No Medal,7
1988,Mauritania,MRT,No Medal,7
1984,Mauritius,MUS,No Medal,7
1992,Namibia,NAM,No Medal,7
2008,Nicaragua,NIC,No Medal,7
1936,Netherlands,NLD,Bronze,7
1988,Netherlands,NLD,Bronze,7
1972,Netherlands,NLD,Gold,7
2008,Netherlands,NLD,Gold,7
1906,Netherlands,NLD,No Medal,7
1992,Netherlands,NLD,Silver,7
2014,Netherlands,NLD,Silver,7
2016,Netherlands,NLD,Silver,7
2002,Norway,NOR,Bronze,7
1928,Norway,NOR,Gold,7
1968,Norway,NOR,Gold,7
1900,Norway,NOR,No Medal,7
1968,Norway,NOR,Silver,7
2016,Nepal,NPL,No Medal,7
2008,Pakistan,PAK,No Medal,7
2016,Pakistan,PAK,No Medal,7
1992,Panama,PAN,No Medal,7
2000,Panama,PAN,No Medal,7
1964,Poland,POL,Gold,7
1976,Poland,POL,Gold,7
1996,Poland,POL,Gold,7
1960,Poland,POL,Silver,7
1948,Puerto Rico,PRI,No Medal,7
1998,North Korea,PRK,No Medal,7
1920,Portugal,PRT,No Medal,7
1956,Portugal,PRT,No Medal,7
1996,Paraguay,PRY,No Medal,7
2008,Paraguay,PRY,No Medal,7
1972,Romania,ROU,Bronze,7
1988,Romania,ROU,Gold,7
1996,Romania,ROU,Silver,7
2010,Russia,RUS,Bronze,7
1988,Rwanda,RWA,No Medal,7
2012,Rwanda,RWA,No Medal,7
2016,Rwanda,RWA,No Medal,7
1968,Sudan,SDN,No Medal,7
1992,Sudan,SDN,No Medal,7
1964,Senegal,SEN,No Medal,7
1952,Singapore,SGP,No Medal,7
1984,Singapore,SGP,No Medal,7
1988,El Salvador,SLV,No Medal,7
1996,San Marino,SMR,No Medal,7
1984,Serbia,SRB,Bronze,7
1984,Serbia,SRB,Gold,7
1984,Suriname,SUR,No Medal,7
1992,Suriname,SUR,No Medal,7
1906,Sweden,SWE,Bronze,7
1980,Sweden,SWE,Bronze,7
1992,Sweden,SWE,Bronze,7
2006,Sweden,SWE,Gold,7
1932,Sweden,SWE,Silver,7
1936,Sweden,SWE,Silver,7
1972,Sweden,SWE,Silver,7
1992,Sweden,SWE,Silver,7
2014,Sweden,SWE,Silver,7
1996,Syria,SYR,No Medal,7
2000,Syria,SYR,No Medal,7
2008,Syria,SYR,No Medal,7
2016,Syria,SYR,No Medal,7
1992,Chad,TCD,No Medal,7
1952,Thailand,THA,No Medal,7
1996,Turkmenistan,TKM,No Medal,7
1984,Tonga,TON,No Medal,7
1988,Tonga,TON,No Medal,7
2016,Tonga,TON,No Medal,7
1956,Trinidad,TTO,No Medal,7
1992,Trinidad,TTO,No Medal,7
1960,Turkey,TUR,Gold,7
1912,Turkey,TUR,No Medal,7
1992,Tanzania,TZA,No Medal,7
2008,Ukraine,UKR,Gold,7
1956,Uruguay,URY,No Medal,7
1964,Uruguay,URY,No Medal,7
2006,USA,USA,Bronze,7
1896,USA,USA,No Medal,7
2014,USA,USA,Silver,7
2016,Uzbekistan,UZB,Bronze,7
2012,"Virgin Islands, US",VIR,No Medal,7
2016,"Virgin Islands, US",VIR,No Medal,7
1952,Vietnam,VNM,No Medal,7
1968,Vietnam,VNM,No Medal,7
2008,Samoa,WSM,No Medal,7
2016,Kosovo,XKX,No Medal,7
1996,Zambia,ZMB,No Medal,7
2012,Zambia,ZMB,No Medal,7
2016,Zambia,ZMB,No Medal,7
1964,Afghanistan,AFG,No Medal,8
1972,Afghanistan,AFG,No Medal,8
1996,Angola,AGO,No Medal,8
2008,Angola,AGO,No Medal,8
1992,Albania,ALB,No Medal,8
1984,United Arab Emirates,ARE,No Medal,8
1980,Argentina,ARG,No Medal,8
1960,Australia,AUS,Gold,8
1972,Australia,AUS,Gold,8
2016,Australia,AUS,Gold,8
1956,Australia,AUS,Silver,8
1960,Australia,AUS,Silver,8
1984,Australia,AUS,Silver,8
1948,Austria,AUT,Bronze,8
1992,Austria,AUT,Bronze,8
1936,Austria,AUT,Silver,8
2014,Austria,AUT,Silver,8
2016,Burundi,BDI,No Medal,8
2010,Belgium,BEL,No Medal,8
1988,Bangladesh,BGD,No Medal,8
1980,Bulgaria,BGR,Gold,8
1984,Bahrain,BHR,No Medal,8
1960,Bahamas,BHS,No Medal,8
1994,Bosnia and Herzegovina,BIH,No Medal,8
1998,Bosnia and Herzegovina,BIH,No Medal,8
2010,Bosnia and Herzegovina,BIH,No Medal,8
2012,Bosnia and Herzegovina,BIH,No Medal,8
2016,Bosnia and Herzegovina,BIH,No Medal,8
1996,Belarus,BLR,Bronze,8
2016,Bermuda,BMU,No Medal,8
1980,Botswana,BWA,No Medal,8
1988,Botswana,BWA,No Medal,8
2004,Botswana,BWA,No Medal,8
1988,Canada,CAN,Bronze,8
1996,Canada,CAN,Bronze,8
2000,Canada,CAN,Bronze,8
2002,Chile,CHL,No Medal,8
2010,Chile,CHL,No Medal,8
1984,China,CHN,Silver,8
2004,Costa Rica,CRI,No Medal,8
2008,Costa Rica,CRI,No Medal,8
1996,Cuba,CUB,Bronze,8
1980,Cuba,CUB,Gold,8
1996,Cuba,CUB,Silver,8
2000,Curacao,CUW,No Medal,8
2004,Cayman Islands,CYM,No Medal,8
1968,Czech Republic,CZE,Gold,8
1956,Germany,DEU,Bronze,8
1994,Germany,DEU,Bronze,8
1998,Germany,DEU,Bronze,8
2002,Germany,DEU,Bronze,8
2014,Germany,DEU,Gold,8
1948,Denmark,DNK,Silver,8
1976,Ecuador,ECU,No Medal,8
1998,Spain,ESP,No Medal,8
1960,Ethiopia,ETH,No Medal,8
1948,Finland,FIN,Bronze,8
1984,Finland,FIN,Gold,8
1906,Finland,FIN,No Medal,8
1912,Finland,FIN,Silver,8
1936,Finland,FIN,Silver,8
1928,France,FRA,Gold,8
1984,France,FRA,Silver,8
1928,UK,GBR,Bronze,8
1952,UK,GBR,Bronze,8
1906,UK,GBR,Gold,8
1936,UK,GBR,Silver,8
1996,UK,GBR,Silver,8
1992,Equatorial Guinea,GNQ,No Medal,8
1906,Greece,GRC,Gold,8
2006,Greece,GRC,No Medal,8
2008,Grenada,GRD,No Medal,8
1976,Guatemala,GTM,No Medal,8
2012,Guam,GUM,No Medal,8
1988,Guyana,GUY,No Medal,8
2008,Honduras,HND,No Medal,8
2016,Honduras,HND,No Medal,8
1924,Haiti,HTI,No Medal,8
1992,Haiti,HTI,No Medal,8
2004,Haiti,HTI,No Medal,8
1956,Hungary,HUN,Bronze,8
2000,Hungary,HUN,Gold,8
2004,Hungary,HUN,Gold,8
2012,Hungary,HUN,Gold,8
2016,Hungary,HUN,Gold,8
1896,Hungary,HUN,No Medal,8
1984,Hungary,HUN,No Medal,8
1960,Hungary,HUN,Silver,8
1932,Ireland,IRL,No Medal,8
2002,Ireland,IRL,No Medal,8
2014,Ireland,IRL,No Medal,8
1992,Iraq,IRQ,No Medal,8
2004,Iraq,IRQ,No Medal,8
2012,Iraq,IRQ,No Medal,8
1956,Iceland,ISL,No Medal,8
2006,Iceland,ISL,No Medal,8
1994,Italy,ITA,Bronze,8
2016,Italy,ITA,Bronze,8
1924,Italy,ITA,Gold,8
1980,Italy,ITA,Gold,8
1988,Italy,ITA,Gold,8
2008,Italy,ITA,Gold,8
2012,Italy,ITA,Gold,8
2016,Italy,ITA,Gold,8
2000,Italy,ITA,Silver,8
1952,Jamaica,JAM,No Medal,8
2000,Jordan,JOR,No Medal,8
2004,Jordan,JOR,No Medal,8
1964,Japan,JPN,Bronze,8
1988,Japan,JPN,Bronze,8
1984,Japan,JPN,Silver,8
2000,Japan,JPN,Silver,8
2016,Japan,JPN,Silver,8
2008,South Korea,KOR,Bronze,8
2000,South Korea,KOR,Gold,8
2012,South Korea,KOR,Silver,8
2004,Libya,LBY,No Medal,8
1980,Liechtenstein,LIE,No Medal,8
1948,Sri Lanka,LKA,No Medal,8
2004,Sri Lanka,LKA,No Medal,8
2012,Sri Lanka,LKA,No Medal,8
1992,Lesotho,LSO,No Medal,8
2016,Lesotho,LSO,No Medal,8
1972,Luxembourg,LUX,No Medal,8
2000,Luxembourg,LUX,No Medal,8
1928,Monaco,MCO,No Medal,8
2014,Monaco,MCO,No Medal,8
2016,Monaco,MCO,No Medal,8
2006,Moldova,MDA,No Medal,8
2004,Madagascar,MDG,No Medal,8
1992,Maldives,MDV,No Medal,8
1988,Mali,MLI,No Medal,8
1992,Malta,MLT,No Medal,8
2016,Malta,MLT,No Medal,8
2016,Myanmar,MMR,No Medal,8
2008,Montenegro,MNE,No Medal,8
2012,Montenegro,MNE,No Medal,8
1996,Namibia,NAM,No Medal,8
2012,Namibia,NAM,No Medal,8
2012,Netherlands,NLD,Bronze,8
1928,Netherlands,NLD,Gold,8
2014,Netherlands,NLD,Gold,8
2016,Netherlands,NLD,Gold,8
1952,Netherlands,NLD,Silver,8
1936,Norway,NOR,Gold,8
1994,Norway,NOR,Gold,8
1998,Norway,NOR,Gold,8
1936,Norway,NOR,Silver,8
2006,Norway,NOR,Silver,8
2010,Norway,NOR,Silver,8
1984,Nepal,NPL,No Medal,8
2008,Nepal,NPL,No Medal,8
1988,New Zealand,NZL,Bronze,8
1984,New Zealand,NZL,Gold,8
1936,New Zealand,NZL,No Medal,8
1948,New Zealand,NZL,No Medal,8
1994,New Zealand,NZL,No Medal,8
1998,New Zealand,NZL,No Medal,8
1976,Pakistan,PAK,No Medal,8
1972,Panama,PAN,No Medal,8
2012,Panama,PAN,No Medal,8
1960,Peru,PER,No Medal,8
1976,Papua New Guinea,PNG,No Medal,8
2012,Papua New Guinea,PNG,No Medal,8
2016,Papua New Guinea,PNG,No Medal,8
1972,Poland,POL,Gold,8
1984,North Korea,PRK,No Medal,8
1912,Portugal,PRT,No Medal,8
1984,Qatar,QAT,No Medal,8
1992,Romania,ROU,Bronze,8
1996,Romania,ROU,Bronze,8
2004,Romania,ROU,Gold,8
2006,Russia,RUS,Bronze,8
2006,Russia,RUS,Gold,8
1994,Russia,RUS,Silver,8
1992,Rwanda,RWA,No Medal,8
1988,Sudan,SDN,No Medal,8
2008,Sudan,SDN,No Medal,8
1996,Senegal,SEN,No Medal,8
2010,Serbia,SRB,No Medal,8
1972,Sweden,SWE,Bronze,8
1984,Sweden,SWE,Bronze,8
1908,Sweden,SWE,Gold,8
1936,Sweden,SWE,Gold,8
1928,Sweden,SWE,Silver,8
1984,Syria,SYR,No Medal,8
1996,Tajikistan,TJK,No Medal,8
2000,Turkmenistan,TKM,No Medal,8
1948,Trinidad,TTO,No Medal,8
1964,Tunisia,TUN,No Medal,8
2004,Ukraine,UKR,Gold,8
2008,"Virgin Islands, US",VIR,No Medal,8
1992,Vanuatu,VUT,No Medal,8
1992,Yemen,YEM,No Medal,8
2008,Yemen,YEM,No Medal,8
2000,Zambia,ZMB,No Medal,8
2008,Zambia,ZMB,No Medal,8
2004,Zimbabwe,ZWE,No Medal,8
2012,Zimbabwe,ZWE,No Medal,8
2012,Albania,ALB,No Medal,9
1988,Andorra,AND,No Medal,9
2008,United Arab Emirates,ARE,No Medal,9
2012,United Arab Emirates,ARE,No Medal,9
1996,Antigua,ATG,No Medal,9
1996,Australia,AUS,Gold,9
1992,Australia,AUS,Silver,9
1996,Australia,AUS,Silver,9
1998,Austria,AUT,Bronze,9
2006,Austria,AUT,Gold,9
1908,Austria,AUT,No Medal,9
1992,Austria,AUT,Silver,9
2004,Bulgaria,BGR,Bronze,9
1976,Bulgaria,BGR,Silver,9
2006,Bosnia and Herzegovina,BIH,No Medal,9
2008,Belarus,BLR,Bronze,9
1996,Bermuda,BMU,No Medal,9
1972,Boliva,BOL,No Medal,9
1996,Boliva,BOL,No Medal,9
1996,Brazil,BRA,Bronze,9
2008,Brazil,BRA,Bronze,9
2012,Brazil,BRA,Bronze,9
1920,Brazil,BRA,No Medal,9
2006,Brazil,BRA,No Medal,9
1992,Canada,CAN,Bronze,9
1992,Canada,CAN,Gold,9
2008,Canada,CAN,Silver,9
1972,Chile,CHL,No Medal,9
1984,China,CHN,Bronze,9
1992,Cameroon,CMR,No Medal,9
1984,Democratic Republic of the Congo,COD,No Medal,9
1984,Democratic Republic of the Congo,COG,No Medal,9
1976,Costa Rica,CRI,No Medal,9
1996,Cuba,CUB,Gold,9
2004,Cuba,CUB,Gold,9
1932,Germany,DEU,Bronze,9
1994,Germany,DEU,Gold,9
1928,Germany,DEU,Silver,9
1952,Germany,DEU,Silver,9
1998,Germany,DEU,Silver,9
1948,Denmark,DNK,Bronze,9
2014,Denmark,DNK,No Medal,9
1920,Denmark,DNK,Silver,9
1968,Algeria,DZA,No Medal,9
1996,Ethiopia,ETH,No Medal,9
1912,Finland,FIN,Bronze,9
1920,Finland,FIN,Bronze,9
1936,Finland,FIN,Bronze,9
1912,Finland,FIN,Gold,9
1936,Finland,FIN,Gold,9
1948,Finland,FIN,Gold,9
1952,Finland,FIN,Gold,9
1928,Finland,FIN,Silver,9
1932,Finland,FIN,Silver,9
2000,Fiji,FJI,No Medal,9
2004,Fiji,FJI,No Medal,9
2012,Fiji,FJI,No Medal,9
1908,France,FRA,Bronze,9
1972,France,FRA,Bronze,9
1920,France,FRA,Gold,9
2004,France,FRA,Silver,9
1948,UK,GBR,Bronze,9
1972,UK,GBR,Bronze,9
1980,UK,GBR,Bronze,9
1988,UK,GBR,Bronze,9
2004,UK,GBR,Gold,9
2004,UK,GBR,Silver,9
2004,Ghana,GHA,No Medal,9
2008,Ghana,GHA,No Medal,9
1984,Gambia,GMB,No Medal,9
1994,Greece,GRC,No Medal,9
1996,Guam,GUM,No Medal,9
1980,Guyana,GUY,No Medal,9
1956,Hungary,HUN,Gold,9
1928,India,IND,No Medal,9
1964,Iceland,ISL,No Medal,9
1994,Iceland,ISL,No Medal,9
1956,Italy,ITA,Bronze,9
1968,Italy,ITA,Bronze,9
1936,Italy,ITA,Gold,9
1952,Italy,ITA,Gold,9
1956,Italy,ITA,Gold,9
1952,Italy,ITA,Silver,9
1976,Italy,ITA,Silver,9
2008,Italy,ITA,Silver,9
2012,Italy,ITA,Silver,9
1988,Jordan,JOR,No Medal,9
2012,Jordan,JOR,No Medal,9
1972,Japan,JPN,Bronze,9
2008,Japan,JPN,Bronze,9
1976,Japan,JPN,Gold,9
2008,Japan,JPN,Gold,9
1972,Japan,JPN,Silver,9
2004,Japan,JPN,Silver,9
2004,South Korea,KOR,Bronze,9
2016,South Korea,KOR,Bronze,9
2004,South Korea,KOR,Gold,9
2016,South Korea,KOR,Gold,9
2004,Kuwait,KWT,No Medal,9
1952,Lebanon,LBN,No Medal,9
